id,text,category
2956953,"Неисправное освещение (отсутствуют лампочки) между 4 и 5 и 1 и 2 этажом.

3 подъезд.",Содержание МКД
2956962,очистите,Благоустройство
2956980,"Появилось граффити (незаконные надписи) на самой чёрной лестнице.
Адрес: Искровский проспект, д. 3, корп. 2, лит. Д (парадная 6, этаж 9)",Содержание МКД
2956988,"Появилось граффити (незаконные надписи) на стене чёрной лестницы.
Адрес: Искровский проспект, д. 3, корп. 2, лит. Д (парадная 6, этаж 8)",Содержание МКД
2957000,"Отсутствует освещение на этаже, напротив лифта.
Адрес: Искровский проспект, д. 3, корп. 2, лит. Д (парадная 6, этаж 6)",Содержание МКД
2957003,"Отсутствует циркуляция горячей воды, холодный полотенцесушитель",Водоснабжение
2957006,"Отсутствует освещение у мусоропровода.
Адрес: Искровский проспект, д. 3, корп. 2, лит. Д (парадная 6, этаж 4)",Содержание МКД
2957019,"Одна из секций ограждения контейнерной площадки разрушена, блоки лежат на земле, мешая уборке и замене контейнеров.",Содержание МКД
2957021,"улица Тельмана, дом 43, корпус 3, литера А
Пар4

Просьба стену покрасить в цвет 
На 8 этаже",Содержание МКД
2957026,очистите,Благоустройство
2957031,"Просьба сделать края здания лестницы 
Отколотые фасад",Благоустройство
2957034,Необходимо произвести очистку рекламной конструкции от незаконных объявлений,Состояние рекламных или информационных конструкций
2957042,очистите,Благоустройство
2957043,"Просьба проверить рекламу зоомагазин
«Зоосалон» красными буквами",Незаконная информационная и (или) рекламная конструкция
2957045,Необходимо произвести очистку дорожного знака от незаконных объявлений,Благоустройство
2957046,Требуется уборка с газона,Благоустройство
2957049,Самовольно установлена решётка. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2957056,Стойка со знаками наклонилась,Благоустройство
2957058,Знак криво висит,Благоустройство
2957061,Несанкционированные объявления на опоре освещения,Благоустройство
2957066,Самовольно установлена решётка на лицевом фасаде по Можайской. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2957085,Несанкционированные объявления на опоре освещения,Благоустройство
2957086,Необходимо произвести очистку фасада от незаконных надписей,Благоустройство
2957087,Самовольно установлена решётка на лицевом фасаде по Можайской. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2957091,Требуется уборка с газона мусора у контейнерной площадки,Благоустройство
2957102,"сорван отлив .
необходимо восстановление.",Кровля
2957108,Полуупавшее дерево над пешеходной зоной,Благоустройство
2957109,"Прошу доработать существующее занижение бордюрного камня в один уровень с дорогой в месте его спуска к ней при движении от восточного торца д. 11, А по пр. Мечникова к школе #653. Цитата из действующего СНиП 35-01-2001: ""3.4 Высоту бордюров по краям пешеходных путей на участке рекомендуется принимать не менее 0,05 м . Высота бортового камня в местах пересечения тротуаров с проезжей частью, а также перепад высот бордюров, бортовых камней вдоль эксплуатируемых газонов и озелененных площадок, примыкающих к путям пешеходного движения, не должны превышать 0,04 м."" Фотофиксация с высотой занижения больше 0,04 м или же 4 см прилагается.",Благоустройство
2957112,Необходимо произвести очистку сооружения от незаконных надписей,Благоустройство
2957114,"Вторая парадная. запах канализации, мокрая стена на первом этаже. Растет плесень. примите меры",Водоотведение
2957116,Необходимо произвести очистку дорожного знака от незаконных объявлений,Благоустройство
2957119,Объявления,Незаконная информационная и (или) рекламная конструкция
2957121,"Требуется уборка с балкона мусора, перезодного 9 пар",Содержание МКД
2957128,Необходимо произвести очистку сооружения от незаконных надписей,Благоустройство
2957129,незаконный кондиционер на фасаде,Нарушение правил пользования общим имуществом
2957142,Необходимо произвести очистку сооружения от незаконных надписей,Благоустройство
2957143,"Требуется уборка с газонов, бюро 24 не убирает газоны более месяца. Скошенная трава валяется на газоне",Благоустройство
2957152,Необходимо произвести очистку забора от незаконных надписей,Благоустройство
2957156,Требуется уборка урны во дворе,Благоустройство
2957173,"Повреждения дорожного покрытия тротуара в месте установки опор дорожного ограждения. 
Требуется произвести работы по качественному ремонту асфальтного покрытия, соблюдая технологии. 

Фотофиксация от 20.10.прилагается.",Благоустройство
2957176,"Требуется произвести работы по качественной закраске несанкционированных надписей на фасаде здания, не оставляя следов и не создавая пятен. 

Фотофиксация от 20.10.прилагается.",Благоустройство
2957182,"Требуется произвести работы по качественной очистке дорожных знаков от несанкционированных рекламных объявлений, не оставляя следов. 

Фотофиксация от 20.10.прилагается.",Благоустройство
2957185,"Дибуновская, 33 (Обслуживается ЖКС №2 Приморского района). С 29 сентября не выполняется уборка мест общего пользования (лестниц) и придомовой территории. Данная проблема появилась в сентябре 2019 и только ухущается. В сентябре 2020 года обращался по поводу неудовлетворительной работы дворника и техника дома. Руководитель ЖКС обещал исправить ситуацию. По состоянию на 20 октября ситуация только ухудшается. Окна не мыли больше года. На все звонки ЖКС отвечает приходите к технику в приемные дни. Отвратительная работа техника (у нас сменился техник в 2019 году), Техник не отвечает на телефонные звонки, не проводит осмотр качества уборки, а также неудовлетворительная работа ЖКС по обращениям жителей дома (ситуация только ухудшается). В период пандемии уборка мест общего пользования должна проводиться н регулярной основе. Являюсь председателем совета дома.",Содержание МКД
2957191,"Несанкционированные надписи на ТП.

Согласно ст. 37_1 Закона Санкт-Петербурга от 12 мая 2010 года № 273-70 ""Об административных правонарушениях в Санкт-Петербурге"": ""Самовольное нанесение надписей и рисунков, вывешивание, установка и расклеивание объявлений ... в не установленных для этого местах влекут наложение административного штрафа на граждан в размере от трех тысяч до пяти тысяч рублей; на должностных лиц - от тридцати тысяч до пятидесяти тысяч рублей; на юридических лиц - от семидесяти тысяч до ста тысяч рублей"" (в редакции, введенной в действие с 19 мая 2019 года Законом Санкт-Петербурга от 7 мая 2019 года N 217-51).

Администрация Невского района и Комитет по вопросам законности, правопорядка и безопасности уполномочены привлекать нарушителей к административной ответственности (см. статьи 48 и 51 Закона СПб № 273-70).",Благоустройство
2957194,"В ответе Исполнителя отсутствует фото с одного из ракурсов.
Таким образом, оценить качество выполнения работ не предоставляется возможным.

Требуется приложить актуальную фотофиксацию со второго ракурса Заявителя, позволяющее однозначно определить устранение проблемы.

Необоснованное отклонение. 
Ещё раз!
Мной была предоставлена фотофиксация с ДВУХ ракурсов, Исполнителем только с ОДНОГО. 
Таким образом, я не могу оценить качество и полноту выполненной работы. 
По-Вашему, я должен приехать на место ещё раз?
Исполнителем в ответе приложены фото не в полном объёме. В связи с этим, прошу предоставить фотофиксацию, подтверждающую устранение проблемы. 
Такие заявки-опровержения были уже ни раз. 
Можете посоветоваться с коллегами, либо Администрацией Портала. 

Прошу принять к повторному рассмотрению, учитывая вышеизложенные причины.",Благоустройство
2957198,"После дождей в правой полосе скапливается огромная лужа.
Пешеходы, проходящие в этот момент, обрызгиваются с ног до головы.
Требуется устранить лужу и причины её образования.

Фотофиксация от 19.10.прилагается.",Благоустройство
2957202,"Повреждение дорожного покрытия проезжей части - просадка.
Требуется произвести работы по качественному ремонту асфальтового покрытия Картой, соблюдая технологии.

Фотофиксация от 20.10.прилагается.",Благоустройство
2957207,"В дорожном покрытии проезжей части повторно образовалась просадка.
Требуется устранить просадку, причины её образования, качественно отремонтировать асфальтовое покрытие Картой, соблюдая технологии.
*Просадка хорошо определяется по проседающим краям (в местах швов).

Фотофиксация от 19.10.прилагается.",Благоустройство
2957222,Нижняя часть двери сломана и тепловой контур нарушен. Прошу привести в надлежащее состояние или заменить дверь по гарантии так как дом введен в эксплуатацию  2 месяца назад.,Содержание МКД
2957230,"Отслоение штукатурного слоя от угла откоса. Нарушен эстетический вид . Прошу устранить за счёт застройщика ООО Главстрой СПБ СЗ так как дом находится на гарантии. 2 парадная, вход  в холл.",Содержание МКД
2957232,прошу установить столбики или придумать иной способ ограничивающий парковку перед пешеходной дорожкой.,Благоустройство
2957250,не исправно освещение пар.4,Содержание МКД
2957254,Отсутствует адресная вывеска с названием улицы и номером дома.,Фасад
2957258,"Сломан доводчик входной двери в тамбуре подъезда №1. Должностные лица ТСЖ ""Суворовский-61"" обязаны следить за исправным состоянием общедомового имущества и оборудования, своевременно устранять поломки и производить замену в случае необходимости. Все эти слуги оплачиваются собственниками ежемесячно (см. квитанцию на квартплату).",Содержание МКД
2957269,"Подъезд 7 . Просим отмыть от грязи , подтеков, пыли мусоропроводы (камеры, стволы и крышки). Вообще есть ответственные за уборку?",Содержание МКД
2957273,незаконная решетка на фасаде,Нарушение правил пользования общим имуществом
2957275,"незаконная решетки на фасаде.
все решетки относятся к одному помещению.",Нарушение правил пользования общим имуществом
2957280,"Требуется произвести работы по качественной очистке фасада здания от многочисленных(!) несанкционированных рекламных объявлений, не оставляя следов. 
*Прошу выполнить работы в максимально возможные кратчайшие сроки ввиду того, что объявления рекламируют запрещённые законом РФ услуги и существенно портят облик района. 
**Часть углового дома со стороны пр.Елизарова. 

Фотофиксация от 20.10.прилагается.",Благоустройство
2957282,"Требуется произвести работы по качественной очистке фасада здания от многочисленных(!) несанкционированных рекламных объявлений, не оставляя следов. 
*Прошу выполнить работы в максимально возможные кратчайшие сроки ввиду того, что объявления рекламируют запрещённые законом РФ услуги и существенно портят облик района. 

Фотофиксация от 20.10.прилагается.",Благоустройство
2957283,"Требуется произвести работы по качественной очистке фасада здания от несанкционированного рекламного объявления, не оставляя следов. 
*Прошу выполнить работы в максимально возможные кратчайшие сроки ввиду того, что объявление рекламирует запрещённые законом РФ услуги и существенно портит облик района. 

Фотофиксация от 20.10.прилагается.",Благоустройство
2957296,прошу удалить надписи,Благоустройство
2957313,Реклама на опоре освещения,Благоустройство
2957320,"В кв. # 22 МКД по ул. Союза Печатников, д. 10, с 14-00 20.10.2020 полностью Отсутствует горячая вода. Никаких объявлений и информации об отключениях не вывешивалось заранее!",Водоснабжение
2957326,Объявление,Благоустройство
2957335,Объявление,Благоустройство
2957337,Объявление,Благоустройство
2957347,Объявление,Благоустройство
2957357,"не убрано в 3 подъезде , требуется уборка.",Содержание МКД
2957372,Все в мелком мусоре и песке,Благоустройство
2957379,"Аварийное состояние уличного электощита
Прогнившая дверь
Залез и погиб любимый кот. Кто следующий?
Шувалово, Новоалександровская 28",Благоустройство
2957389,между 2 и 3 этажом отвалилась панель на окне,Содержание МКД
2957390,Отсутствует терморегулятор 16 этаж,Центральное отопление
2957393,"На парковке установили незаконно бетонные блоки, которые преграждают проезд автомобилей к дороге. Прошу убрать.",Благоустройство
2957395,3 этаж отваливается штукатурка и краска,Содержание МКД
2957399,Несанкционированные надписи,Благоустройство
2957407,Бумажные объявления на опоре,Благоустройство
2957414,Прошу помыть стенв,Содержание МКД
2957425,Роллет,Нарушение правил пользования общим имуществом
2957432,Надписи на ТСОДД,Благоустройство
2957433,единственный проход между кварталом 16СУН и школой 691 требует постоянной обработки песком. вам для подтверждения не хватает травмы ребенка?,Благоустройство
2957438,Кондиционер,Нарушение правил пользования общим имуществом
2957452,мусор,Благоустройство
2957466,Необходима уборка,Содержание МКД
2957482,На территории детской площадки (возле детского сада №32) не убирается. Листья и мусор - везде!,Благоустройство
2957500,мусор,Благоустройство
2957503,"С наступлением вечернего времени суток на детской площадки отсутствует освещение, дети играют в песочнице в темноте. Необходимо обустроить дополнительное освещение на детской площадке, освещения со стороны дорог не хватает.",Благоустройство
2957508,"Почти все почтовые ящики в нашем подъезде сломаны и не закрываются уже пару лет. Сначала мы думали,что кто-то это исправит, но нет. Потом привыкли, больших проблем это не вызывало. Но сейчас приехало много новых людей,кто-то снимает, в ящики кидают мусор, хабарики, пропадают квитанции и корреспонденция. Сама починить ящик я не могу, поэтому прошу помочь разобраться в этом вопросе. Ящики сломаны многие, но,если нужна конкретика,меня волнует ящик квартиры 123. Фото нечеткие, т.к.на лестницы довольно темно,но думаю,это не так важно. Спасибо.",Содержание МКД
2957537,"Периодически жужжит ящик на столбе. Находится около парковки, место оживлённое-ходят дети в школу и люди в парк",Благоустройство
2957553,отходы напротив входа в первый подъезд,Благоустройство
2957559,Бетонные конструкции,Благоустройство
2957560,"Прошу установить искусственные неровности перед и за аркой дома по ул. Типанова 36к1, а также во дворе дома. Автомобили проносятся с большой скоростью во дворе и в арке, это создает угрозу жизни детей, выбегающих из площадки.",Благоустройство
2957574,Незаконные надписи/объявления на знаках/светофорах. Просьба очистить.,Благоустройство
2957614,"Доброе утро! В 6 подъезде по адресу ул. Пражская 7-1 поздно включают освещение (в 7.15 в подъезде совершенно темно).  Не работает освещение вообще, даже у лифтов, хотя согласно СанПин (п.п. 5.4, 5.5, 5.6) и СНиП 23-05-95 п. 7,62  освещенние должно работать круглосуточно!",Содержание МКД
2957633,Необходимо вывезти строительный мусор с территории контейнерной площадки.,Содержание МКД
2957634,В парадной 27 между 4 и 5  этажами разбито окно.,Содержание МКД
2957659,мусорные пакеты лежат на газоне уже 3 недели и никто не подметает во дворе,Благоустройство
2957663,"Мусор на газоне около дома по адресу Коломяжский проспект 15, корп.2. Мусор по стороне, выходящей на Богатырский проспект.",Благоустройство
2957679,Валяется мусор,Благоустройство
2957689,"Добрый день!
 В соответствии с ГОСТ Р 58861-2020 «Дороги автомобильные общего пользования. Капитальный ремонт и ремонт. Планирование межремонтных сроков», межремонтные сроки проведения работ по ремонту и капитальному ремонту нежестких дорожных одежд, таблица 2 составляют для дорог V категории и элементами обустройства на них  соответственно 5 лет по ремонту и 10 лет  по капитальному ремонту.
 Тротуар является элементом обустройства автомобильной дороги. Срок эксплуатации тротуара по улице Красноборская, дом 20, территория Новая Ижора, Шушары, составляет более 10 лет. Тротуар при таком длительном сроке эксплуатации имеет повреждения (фото прилагается).
Прошу включить адрес: Шушары, тер. Новая Ижора, Красноборская улица дом 20 в проект АП на выполнение ремонтных работ на 2022г., п.22


С уважением Данила С.",Благоустройство
2957706,"Множество граффити, просьба очистить следы вандализма.",Благоустройство
2957713,"В парадной 4 по адресу ул. Солдата Корзуна, д. 64 

Просьба сделать фасад вокруг двери парадной 
Восстановить мозаику",Фасад
2957827,На столбе размещена рекламная конструкция,Незаконная информационная и (или) рекламная конструкция
2957857,Листва на тротуаре,Благоустройство
2957865,"добрый день. Уже обращался по этому зданию, после чемпионата его обнесли сеткой,  но как мы видим на фото часть сетки упала  из за тяжелой штукатурки которая падает в основном после сырой погоды. Дом на балансе города Санкт-Петербург.  Очень опасно ходить мимо него особенно кто там редко ходит. Следы падения штукатурки убирают во время, не всегда могу зафиксировать.",Фасад
2957866,в холле парадной №1 на 1 этаже возле лифта - отвалившиеся части плинтуса из  керамогранита на полу согласно фотофиксации,Содержание МКД
2957892,Окурки на асфальте,Благоустройство
2957898,Сухое дерево. Огромная сухая ветка свисает над пешеходной зоной.,Благоустройство
2957937,Неисправное освещение в подъезде (на фасаде) дома. Подъезды #6 и #7,Содержание МКД
2957954,"Весь забор измят, покрыт граффити и объявлениями.",Благоустройство
2957961,Песок и мусор на дороге,Благоустройство
2957997,"Между 2 и 3 этажом разваливается лестничный пролёт. Торчит арматура, что не безопасно, прошу устранить дефект.",Содержание МКД
2958028,реклама наркотиков на остановке на пр.Славы,Благоустройство
2958116,Самовольно установлена решётка на лицевом фасаде. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2958124,Самовольно установлена решётка на лицевом фасаде. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2958149,Самовольно установлена решётка на лицевом фасаде по Можайской. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2958158,Самовольно установлена решётка на лицевом фасаде по Малодетскосельскому проспекту. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2958159,Просьба убрать.,Незаконная информационная и (или) рекламная конструкция
2958160,Самовольно установлена решётка на лицевом фасаде по Малодетскосельскому проспекту. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2958169,Самовольно установлены решётки на пяти окнах на лицевом фасаде по Малодетскосельскому проспекту. Все окна принадлежат одному нежилому помещению. Прошу демонтировать решётки.,Нарушение правил пользования общим имуществом
2958175,рисунки на фасаде здания,Благоустройство
2958176,Отваливается облицовка елементов фасада здания.,Благоустройство
2958188,"Часть улицы Танкистов в посёлке Солнечное идущей от железнодорожного перехода до Солнечного 2 находиться в ужасном состоянии.
На дороге многочисленные выбоины. Асфальтированный кусок дороги начиная от железной дороги просто отсутствует.
Социальным категориям жителей проживающих в  Солнечном 2 практически невозможно пользоваться данной улицей которая является городской!",Благоустройство
2958189,рисунки на фасаде здания,Благоустройство
2958192," из крана гвс течет холодная вода. Отсутствие горячего водоснабжения.
",Водоснабжение
2958196,Листья,Благоустройство
2958203,Листья,Благоустройство
2958204,"Конструкции, препятствующие парковке.",Благоустройство
2958208,Самовольно установлена решётка на лицевом фасаде. Прошу демонтировать.,Нарушение правил пользования общим имуществом
2958209,Листья,Благоустройство
2958230,"Во дворе глубокая колея, ямы.",Благоустройство
2958248,Листва на асфальте,Благоустройство
2958261,"3 день отсутствует мусорный контейнер, люди складывают мусор на территории мусоросборника. Прошу принять меры!!!! На каком основании исчезли контейнеры??",Содержание МКД
2958270,"Добрый день.  Сегодня 21.10.2020 года в нашей квартире по адресу СПб пр обуховской обороны д70 отсутствует отопление с 15 числа! Заявки оставляли неоднократно в УК и через приложение пик комфорт. Мы только получаем ответ что они ликвидировали воздушную пробку, но результат отсутствует! Батареи абсолютно холодные! Связывался даже с зам директором УК, пообещал устранить проблему, но по прежнему ничего не сделано. Акт о замере температуры не делался к сожалению,  сегодня буду просить чтобы приехали замерять.
Сегодня приходили с ук сделали замер температуры, акт приложил!",Центральное отопление
2958272,Листья,Благоустройство
2958281,Стойки отвратительный запах по всему подъезду №3 (в том числе проникает в квартиры) и рядом с ним.,Санитарное состояние
2958305,Мусор во дворе,Благоустройство
2958308,"По адресу замшина 32 ,3 подъезд были замечены крысы",Санитарное состояние
2958310,"Прошу сделать занижение при входе на дорожку, ведущую к калитке дет. сада 4. Данной дорожкой пользуются родители с детьми, идущие со стороны парадных 8-17 дома по адресу пр. Кима д. 4.",Благоустройство
2958334,"Хорошо вам известный мусор, который исчезает с тротуара при появлении Администрации Приморского района. Надеюсь в этот раз обойдется без постановочных фото.",Благоустройство
2958354,Оторваны от стены почтовые ящики. Парадная 8.,Содержание МКД
2958355,шины у столба на газоне,Благоустройство
2958360,Надписи на стенах,Благоустройство
2958370,Прошу вас заделать яму,Благоустройство
2958372,Листья мусор,Благоустройство
2958411,"Лестницу не убирают, график уборки не соблюдается.",Содержание МКД
2958418,Нет освещение по 11 лестнице на 1-7-м этажах. Это не аварийное отключение. Свет перегорел на этажах в течение нескольких месяцев.,Содержание МКД
2958429,незаконная решетка на фасаде,Нарушение правил пользования общим имуществом
2958433,"Не работает домофон , если закрыть дверь, то ее уже не открыть!!!!! английский 45/26 , вход с Лабутина 26 подъезд 1 с улицы,",Содержание МКД
2958496,листва,Благоустройство
2958527,"Звёздная улица, дом 9, корпус 1, литера А

Просьба проверить рекламную вывеску 
Все по 350р",Незаконная информационная и (или) рекламная конструкция
2958540,3я парадная реклама интернет провайдера на вх.двери.,Нарушение порядка пользования общим имуществом
2958576,провал у люка,Повреждения или неисправность элементов уличной инфраструктуры
2958596,Повреждение дорожного покрытия вокруг колодца.,Повреждения или неисправность элементов уличной инфраструктуры
2958626,грязь на проезжей части,Благоустройство
2958645,Надписи,Благоустройство
2958655,кнопка светофора не срабатывает с обеих сторон проспекта Космонавтов.,Благоустройство
2958670,Грязные стены. 1 этаж,Содержание МКД
2958684,нет отопления,Центральное отопление
2958687,"Была просьба привести в надледащее состояние не только портал лифта, но и отколотую плитку. Прошу доделать.",Содержание МКД
2958692,"Отопления нет, батареи ледяные. Жильцы простудились ( то есть мы), вынуждены открыть больничный! 
В квартире температура очень низкая",Центральное отопление
2958695,"Мусорная площадка не убирается, количество выводов мусора в неделю не соответствует объему мусора для вывоза.",Содержание МКД
2958713,Не работает фонарь на фасаде со стороны ул. Жени Егоровой,Содержание МКД
2958730,объявления на остановке,Благоустройство
2958748,Нет света над входом в парадную 11,Содержание МКД
2958751,"Ояень грязный газон, фантики, пачки, бутылки, чеки, упаковка!",Благоустройство
2958753,"В дневное время перед дверью ведущей на чердак лежат вещи. 
Ранее была закрыта заявка № 2900222, эти вещи были сразу за дверью на чердак. Заявка была закрыта - вещи убрали в другое место. Прошу открыть новую заявку, поскольку вещи просто переложили с одной стороны двери на другую, но никак не выкинули.
Адрес: Искровский проспект, д. 3, корп. 2, лит. Д (вход на чердак со стороны чёрной лестницы, парадная 6)",Содержание МКД
2958763,"Был убран гараж, на его месте остался мусор, стекло и пр.",Благоустройство
2958773,Не горит фонарь на опоре,Благоустройство
2958804,Не работает фонарь на опоре,Благоустройство
2958811,"Добрый день!
Просьба принять меры, систематически устраивают свалку 3 парадная. Граждане, делающие ремонт в социальных квартирах. Управляющая компания закрывает глаза на данную проблему,отрицают свою причастность к этому свинство.",Благоустройство
2958823,Не работает освещение на крыльце,Содержание МКД
2958850,Мусор.,Благоустройство
2958865,"В квартире отсутствует нормальное отопление. Температура в жилых помещениях не превышает 18 градусов при полностью включенных батареях отопления. При этом непосредственно радиаторы - чуть теплые, вода в батареях - не более 23 градусов. УК на обращения не реагирует, апеллируя тем, что в доме установлена автоматизированная система, которая и регулирует температуру подачи воды в радиаторы.",Центральное отопление
2958866,"Отвратительное состояние парадной после косметического ремонта. На входной двери отсутствуют ручки, на другой ручка не закреплена. У кнопки лифта не положили плитку. Провода не закрыты.",Содержание МКД
2958868,Систематическая незаконная торговля с тележки контрафактной  без акцизной табачной продукцией блоками от 500 рублей на выходе у станции метро Рыбацкое в сторону ТК Порт Находка (ул Тепловозная д.31 ) в прямой видимости для несовершеннолетних. Фото октября 2020г.,"Незаконная реализация товаров с торгового оборудования (прилавок, ящик, с земли)"
2958877,Конструкция препятствующая парковке.,Благоустройство
2958878,"Сильно упал напор холодно воды.
15 парадная (точно все квартиры, возможно, и в других парадных).",Водоснабжение
2958880,"В доме одна парадная. В грузовом лифте более 3-х лет не могут восстановить зеркала. В УК обращались, вопрос отказываются решать.",Содержание МКД
2958883,"Не работает домофон парадная Е. Выдернуты провода подходящие к магнитному замку. УКа Вам в справках пишет, что пуско-наладочные работы по системе СКУД выполнены. А нам в отписках, что застройщик проводит те самые работы",Содержание МКД
